customer_id,gender,senior_citizen,tenure,monthly_charges,total_charges,contract_type,internet_service,num_support_calls,payment_method,has_partner,has_dependents,churned
PT-0300,Female,0,62,49.75,2624.36,One year,No,0,Credit card,0,0,0
PT-0301,Male,0,33,77.99,2540.28,Two year,DSL,5,Electronic check,1,0,0
PT-0302,Female,0,15,28.55,461.42,Month-to-month,No,3,Mailed check,1,0,0
PT-0303,Female,0,48,93.35,4054.5,Month-to-month,No,1,Credit card,1,1,0
PT-0304,Male,0,17,82.66,1219.16,Two year,DSL,3,Credit card,1,1,0
PT-0305,Male,1,49,90.12,4563.4,Two year,No,1,Credit card,1,0,0
PT-0306,Female,0,9,43.55,370.11,One year,Fiber optic,0,Mailed check,1,1,0
PT-0307,Male,0,32,63.37,2127.43,One year,DSL,3,Electronic check,0,1,0
PT-0308,Female,0,22,26.74,586.81,Month-to-month,No,0,Electronic check,0,1,0
PT-0309,Female,0,11,61.32,735.48,Month-to-month,No,1,Credit card,0,0,0
PT-0310,Male,1,71,20.02,1246.97,One year,Fiber optic,2,Bank transfer,0,1,0
PT-0311,Female,0,7,93.49,722.03,Month-to-month,Fiber optic,0,Bank transfer,1,0,1
PT-0312,Male,0,44,51.96,2377.91,One year,Fiber optic,0,Bank transfer,0,0,0
PT-0313,Female,0,53,29.63,1622.61,Month-to-month,No,0,Mailed check,1,0,0
PT-0314,Male,1,16,89.49,1410.58,One year,No,3,Mailed check,1,0,0
PT-0315,Male,1,56,95.49,5320.06,One year,No,3,Mailed check,0,0,0
PT-0316,Female,1,50,57.68,2978.3,One year,DSL,4,Credit card,1,0,0
PT-0317,Male,0,53,74.23,4390.28,One year,No,0,Mailed check,0,0,0
PT-0318,Female,0,17,108.32,1924.35,Two year,Fiber optic,1,Bank transfer,0,0,0
PT-0319,Female,1,37,98.97,3576.63,Month-to-month,DSL,1,Electronic check,0,0,0
PT-0320,Male,0,33,33.18,951.08,One year,DSL,2,Electronic check,1,0,0
PT-0321,Male,1,50,41.38,2245.47,One year,DSL,0,Credit card,1,1,0
PT-0322,Male,0,33,38.28,1403.02,Two year,Fiber optic,0,Mailed check,1,1,0
PT-0323,Male,0,38,60.39,2627.65,Month-to-month,No,1,Electronic check,1,0,0
PT-0324,Male,0,33,20.51,669.99,Two year,DSL,0,Bank transfer,0,1,0
PT-0325,Female,0,71,52.23,4024.31,Month-to-month,DSL,2,Mailed check,1,1,0
PT-0326,Male,0,29,99.51,3027.19,Month-to-month,DSL,2,Credit card,0,0,0
PT-0327,Female,0,32,106.3,3587.89,Month-to-month,No,3,Bank transfer,0,1,0
PT-0328,Female,1,66,60.1,3423.79,Two year,DSL,1,Electronic check,0,0,0
PT-0329,Male,0,27,80.33,2346.92,Two year,Fiber optic,3,Credit card,0,1,0
PT-0330,Male,0,43,23.41,877.76,Month-to-month,DSL,3,Electronic check,0,0,0
PT-0331,Female,0,56,48.48,2624.88,Month-to-month,DSL,1,Electronic check,0,0,0
PT-0332,Male,0,39,74.59,2718.34,Two year,Fiber optic,1,Electronic check,1,0,0
PT-0333,Male,0,70,46.55,3389.54,Month-to-month,No,5,Bank transfer,0,1,0
PT-0334,Male,0,6,20.45,126.26,One year,No,1,Bank transfer,0,1,0
PT-0335,Female,0,53,101.51,5947.29,Month-to-month,DSL,0,Electronic check,0,1,0
PT-0336,Male,1,60,78.02,4081.74,One year,DSL,0,Mailed check,1,0,0
PT-0337,Male,0,37,75.76,3139.59,Month-to-month,Fiber optic,0,Mailed check,1,0,0
PT-0338,Male,0,41,42.16,1584.15,One year,Fiber optic,0,Bank transfer,0,1,0
PT-0339,Female,0,58,52.29,2855.83,One year,DSL,0,Mailed check,0,0,0
PT-0340,Male,0,3,96.46,300.81,Two year,Fiber optic,0,Mailed check,0,1,0
PT-0341,Female,0,47,55.32,2905.37,One year,No,3,Electronic check,1,0,0
PT-0342,Male,1,22,88.15,1730.07,Month-to-month,Fiber optic,3,Mailed check,1,0,1
PT-0343,Female,0,9,43.79,362.66,One year,Fiber optic,2,Credit card,0,0,0
PT-0344,Female,0,67,77.02,4809.69,One year,Fiber optic,0,Mailed check,1,1,0
PT-0345,Male,1,33,53.87,1994.9,One year,Fiber optic,3,Credit card,0,1,0
PT-0346,Female,0,30,26.94,842.99,Month-to-month,DSL,0,Bank transfer,0,1,0
PT-0347,Female,0,62,80.77,4976.22,One year,Fiber optic,0,Mailed check,0,0,0
PT-0348,Male,1,19,25.03,441.08,Month-to-month,No,2,Electronic check,1,0,0
PT-0349,Female,0,22,39.74,850.88,Month-to-month,Fiber optic,2,Bank transfer,0,1,0
PT-0350,Female,1,9,40.68,353.54,Month-to-month,DSL,0,Credit card,0,1,1
PT-0351,Female,1,5,99.0,499.67,One year,DSL,0,Electronic check,1,1,0
PT-0352,Male,1,55,40.65,2438.51,One year,Fiber optic,0,Electronic check,1,0,0
PT-0353,Male,0,37,73.85,2768.3,Month-to-month,DSL,1,Electronic check,0,0,0
PT-0354,Female,0,47,29.59,1359.89,One year,DSL,1,Credit card,1,1,0
PT-0355,Female,0,53,69.69,3757.35,Month-to-month,Fiber optic,0,Bank transfer,1,1,1
PT-0356,Male,0,58,90.48,5955.11,Month-to-month,Fiber optic,2,Bank transfer,0,0,0
PT-0357,Male,0,19,62.45,1222.23,Month-to-month,DSL,0,Credit card,1,1,0
PT-0358,Female,1,8,105.11,921.66,One year,Fiber optic,3,Mailed check,1,0,1
PT-0359,Male,1,22,80.66,1699.85,One year,No,3,Credit card,1,1,0
PT-0360,Male,1,2,86.32,150.3,Month-to-month,DSL,2,Bank transfer,1,0,1
PT-0361,Male,0,52,71.74,3463.12,Month-to-month,DSL,3,Electronic check,1,1,0
PT-0362,Female,0,49,70.69,3744.34,One year,No,2,Credit card,1,1,0
PT-0363,Female,0,34,26.08,922.28,Two year,Fiber optic,2,Bank transfer,0,1,0
PT-0364,Male,0,12,55.9,720.87,Month-to-month,Fiber optic,3,Mailed check,1,0,0
PT-0365,Female,0,25,64.91,1476.54,One year,No,2,Mailed check,1,0,0
PT-0366,Male,0,64,75.24,5197.09,One year,DSL,3,Credit card,1,1,0
PT-0367,Female,0,24,108.6,2931.68,Month-to-month,DSL,1,Credit card,1,1,1
PT-0368,Female,0,23,61.15,1246.27,One year,DSL,1,Electronic check,0,1,0
PT-0369,Male,0,47,75.15,3277.43,One year,DSL,0,Bank transfer,0,0,0
PT-0370,Female,0,47,96.89,4252.77,Month-to-month,DSL,2,Mailed check,0,1,0
PT-0371,Male,1,56,97.07,4940.27,Two year,Fiber optic,1,Credit card,1,0,0
PT-0372,Female,0,39,42.59,1839.65,Month-to-month,DSL,2,Mailed check,0,0,0
PT-0373,Female,0,58,87.01,4682.88,Month-to-month,Fiber optic,2,Credit card,0,0,0
PT-0374,Male,1,69,35.71,2671.19,Month-to-month,Fiber optic,0,Credit card,1,0,0
PT-0375,Female,0,19,98.14,1943.3,Two year,Fiber optic,0,Electronic check,0,0,0
PT-0376,Female,0,38,83.94,3290.56,Month-to-month,No,0,Bank transfer,1,0,1
PT-0377,Male,0,31,79.58,2792.95,One year,DSL,2,Electronic check,1,1,1
PT-0378,Female,1,11,29.35,334.29,Month-to-month,No,2,Credit card,1,0,1
PT-0379,Female,0,17,31.81,595.69,Month-to-month,Fiber optic,3,Credit card,1,1,0
PT-0380,Female,0,70,35.93,2588.73,One year,Fiber optic,0,Credit card,1,0,0
PT-0381,Male,0,57,47.71,2647.84,Month-to-month,DSL,0,Mailed check,1,0,0
PT-0382,Male,0,62,46.96,3143.75,One year,Fiber optic,1,Electronic check,1,0,0
PT-0383,Female,0,32,34.69,1189.05,Month-to-month,Fiber optic,1,Mailed check,1,0,0
PT-0384,Female,0,25,96.81,2189.65,Month-to-month,Fiber optic,4,Credit card,1,1,0
PT-0385,Male,0,3,33.69,115.31,Month-to-month,No,1,Credit card,0,0,1
PT-0386,Male,0,28,50.77,1341.2,One year,No,3,Credit card,0,0,0
PT-0387,Male,0,35,89.81,2739.16,Month-to-month,DSL,4,Electronic check,0,1,1
PT-0388,Female,0,5,37.93,203.04,Month-to-month,Fiber optic,0,Mailed check,1,0,0
PT-0389,Female,0,21,76.62,1388.03,Two year,Fiber optic,1,Mailed check,1,0,0
PT-0390,Male,0,31,76.96,2260.16,Month-to-month,DSL,4,Electronic check,1,0,1
PT-0391,Male,1,61,81.96,4482.09,One year,DSL,0,Bank transfer,0,0,0
PT-0392,Male,1,14,31.32,403.31,Two year,Fiber optic,2,Bank transfer,1,1,0
PT-0393,Female,0,18,42.56,660.24,One year,Fiber optic,0,Mailed check,1,0,0
PT-0394,Female,1,71,34.43,2467.36,Month-to-month,No,1,Bank transfer,1,0,0
PT-0395,Female,0,3,75.78,218.07,One year,DSL,6,Credit card,0,1,0
PT-0396,Male,1,37,49.03,1890.79,Month-to-month,Fiber optic,4,Electronic check,0,0,1
PT-0397,Male,0,14,63.68,784.2,One year,No,0,Bank transfer,0,0,0
PT-0398,Male,0,27,79.02,2407.74,Two year,Fiber optic,0,Electronic check,1,1,0
PT-0399,Female,0,8,94.13,700.13,Month-to-month,DSL,0,Electronic check,0,1,1
PT-0400,Female,0,25,67.36,1557.08,One year,DSL,6,Credit card,0,1,0
PT-0401,Female,0,14,35.01,443.14,Month-to-month,DSL,5,Credit card,1,0,0
PT-0402,Female,0,53,88.78,4607.36,One year,Fiber optic,8,Mailed check,1,1,0
PT-0403,Female,0,58,60.27,3387.74,One year,No,0,Bank transfer,0,0,0
PT-0404,Male,0,3,89.44,304.01,Two year,No,0,Mailed check,0,0,0
PT-0405,Male,0,34,53.04,1847.81,Month-to-month,No,3,Mailed check,0,1,0
PT-0406,Female,0,63,94.31,6279.48,One year,No,3,Bank transfer,0,1,0
PT-0407,Female,0,8,102.97,782.83,Two year,Fiber optic,2,Mailed check,0,1,0
PT-0408,Female,0,40,67.19,2541.92,One year,DSL,1,Mailed check,0,0,0
PT-0409,Female,0,65,28.11,1789.84,One year,DSL,0,Electronic check,1,0,0
PT-0410,Female,0,18,63.28,1035.88,Month-to-month,Fiber optic,3,Mailed check,0,0,0
PT-0411,Female,0,12,30.13,352.19,Month-to-month,DSL,0,Bank transfer,0,0,0
PT-0412,Female,1,19,59.64,1277.37,Month-to-month,Fiber optic,4,Mailed check,0,0,0
PT-0413,Male,1,19,98.19,2044.78,Month-to-month,Fiber optic,3,Electronic check,1,0,0
PT-0414,Male,0,70,67.09,4356.28,Month-to-month,Fiber optic,3,Mailed check,0,0,0
PT-0415,Male,0,22,25.41,508.82,One year,DSL,0,Electronic check,1,1,0
PT-0416,Female,0,3,46.32,154.94,Month-to-month,No,3,Electronic check,1,0,0
PT-0417,Male,0,26,65.06,1670.24,Two year,DSL,2,Bank transfer,1,0,0
PT-0418,Male,0,46,51.98,2249.28,Two year,No,4,Bank transfer,0,1,0
PT-0419,Female,0,72,105.42,6965.37,Month-to-month,Fiber optic,4,Mailed check,1,0,0
PT-0420,Female,0,43,60.43,2311.44,One year,Fiber optic,4,Mailed check,0,0,0
PT-0421,Male,0,19,79.06,1531.36,Month-to-month,DSL,0,Mailed check,1,0,0
PT-0422,Female,0,53,47.3,2691.62,Two year,Fiber optic,1,Bank transfer,0,0,0
PT-0423,Male,0,35,74.5,2695.4,One year,DSL,2,Credit card,0,1,0
PT-0424,Female,0,24,96.69,2314.6,Month-to-month,DSL,2,Electronic check,1,0,0
PT-0425,Female,0,26,88.2,1994.72,Two year,No,3,Bank transfer,1,0,0
PT-0426,Male,1,49,84.82,4024.2,Two year,Fiber optic,0,Electronic check,0,0,0
PT-0427,Male,0,67,68.41,5248.76,Month-to-month,Fiber optic,2,Mailed check,1,0,0
PT-0428,Female,0,60,34.98,1969.36,Two year,Fiber optic,0,Mailed check,1,1,0
PT-0429,Male,0,70,32.18,2194.19,Month-to-month,DSL,0,Mailed check,1,0,0
PT-0430,Male,0,12,30.27,357.73,Month-to-month,Fiber optic,0,Credit card,0,0,0
PT-0431,Male,0,43,70.89,3194.16,Month-to-month,No,3,Credit card,1,0,0
PT-0432,Female,0,24,30.58,652.8,Month-to-month,Fiber optic,4,Bank transfer,0,0,0
PT-0433,Female,1,1,74.72,74.57,Month-to-month,Fiber optic,0,Electronic check,0,1,1
PT-0434,Male,0,24,33.34,836.95,Month-to-month,No,2,Bank transfer,1,0,1
PT-0435,Female,0,21,80.49,1746.62,One year,Fiber optic,2,Credit card,1,0,1
PT-0436,Female,0,48,100.78,5302.22,One year,No,0,Electronic check,1,0,0
PT-0437,Female,0,68,57.24,3553.51,Month-to-month,DSL,0,Electronic check,1,1,0
PT-0438,Female,0,41,43.37,1818.25,One year,No,0,Credit card,1,0,0
PT-0439,Male,0,25,20.14,431.6,One year,DSL,4,Credit card,1,0,0
PT-0440,Male,0,26,82.1,1977.33,Month-to-month,DSL,0,Bank transfer,0,0,0
PT-0441,Female,0,4,94.88,344.68,Two year,No,0,Electronic check,0,0,0
PT-0442,Female,1,43,61.62,2899.39,Two year,DSL,2,Bank transfer,1,1,0
PT-0443,Male,1,43,91.96,4414.59,Month-to-month,No,1,Credit card,0,1,0
PT-0444,Male,1,15,97.81,1577.86,One year,DSL,2,Electronic check,1,0,1
PT-0445,Male,0,58,94.65,5164.65,One year,DSL,1,Mailed check,0,0,0
PT-0446,Female,1,20,37.12,836.75,One year,Fiber optic,2,Bank transfer,0,0,0
PT-0447,Male,0,5,61.34,326.36,One year,DSL,4,Electronic check,1,0,0
PT-0448,Male,1,40,22.02,949.1,One year,DSL,0,Mailed check,0,0,0
PT-0449,Female,0,16,44.54,639.42,Month-to-month,No,1,Bank transfer,1,0,1
PT-0450,Female,1,32,35.41,1069.0,Two year,Fiber optic,1,Electronic check,0,0,0
PT-0451,Male,0,50,24.84,1214.6,Month-to-month,Fiber optic,0,Credit card,1,0,0
PT-0452,Male,1,11,107.63,1274.76,Month-to-month,DSL,0,Credit card,0,0,1
PT-0453,Female,0,30,105.27,2820.55,Two year,DSL,1,Bank transfer,1,0,0
PT-0454,Male,0,15,51.63,765.45,Month-to-month,Fiber optic,2,Mailed check,0,0,0
PT-0455,Male,0,72,78.45,6143.93,One year,Fiber optic,0,Mailed check,1,0,1
PT-0456,Male,1,56,90.59,4974.65,One year,Fiber optic,3,Mailed check,0,1,0
PT-0457,Female,0,60,49.28,2599.9,Month-to-month,DSL,0,Credit card,1,0,0
PT-0458,Male,0,28,93.53,2923.09,Two year,Fiber optic,3,Electronic check,0,1,0
PT-0459,Female,0,58,37.61,2300.17,Month-to-month,Fiber optic,3,Credit card,1,0,0
PT-0460,Female,0,38,25.62,1090.7,Two year,DSL,1,Bank transfer,0,0,0
PT-0461,Male,0,51,76.27,4136.9,Month-to-month,Fiber optic,2,Mailed check,0,1,0
PT-0462,Female,0,20,45.96,1021.99,Month-to-month,DSL,3,Electronic check,0,1,0
PT-0463,Female,0,11,32.35,388.51,Two year,No,0,Mailed check,1,1,0
PT-0464,Female,0,46,40.32,1812.86,Month-to-month,Fiber optic,0,Mailed check,1,0,0
PT-0465,Female,0,5,71.13,377.51,Month-to-month,Fiber optic,1,Bank transfer,1,1,1
PT-0466,Male,0,61,76.76,4912.36,One year,Fiber optic,0,Bank transfer,0,0,0
PT-0467,Male,0,59,66.14,3866.24,One year,Fiber optic,5,Bank transfer,0,0,0
PT-0468,Female,1,34,25.53,861.03,Month-to-month,DSL,1,Bank transfer,0,0,0
PT-0469,Male,1,10,96.63,901.9,Month-to-month,DSL,2,Electronic check,0,1,0
PT-0470,Female,0,23,43.51,1061.01,Month-to-month,Fiber optic,1,Electronic check,1,0,0
PT-0471,Male,0,53,89.33,4362.28,Month-to-month,Fiber optic,2,Bank transfer,0,1,0
PT-0472,Male,0,22,61.76,1349.03,Month-to-month,No,5,Mailed check,1,1,0
PT-0473,Female,0,19,67.74,1261.86,Month-to-month,Fiber optic,0,Electronic check,0,1,0
PT-0474,Female,1,35,50.15,1632.6,Month-to-month,Fiber optic,3,Credit card,1,1,0
PT-0475,Male,1,44,80.99,4090.84,Month-to-month,DSL,2,Credit card,0,1,1
PT-0476,Female,0,29,85.27,2288.77,Month-to-month,Fiber optic,2,Electronic check,0,1,0
PT-0477,Male,0,17,53.84,987.73,One year,No,2,Mailed check,1,0,0
PT-0478,Male,0,36,89.24,3397.9,One year,Fiber optic,2,Bank transfer,0,0,0
PT-0479,Male,0,50,49.94,2167.44,Two year,DSL,0,Mailed check,1,0,0
PT-0480,Male,0,70,89.18,5715.2,One year,No,2,Bank transfer,0,0,1
PT-0481,Female,0,3,100.69,270.25,One year,No,1,Bank transfer,1,1,1
PT-0482,Female,0,56,56.35,3371.22,Two year,DSL,0,Mailed check,0,0,0
PT-0483,Female,0,69,104.15,6882.19,One year,Fiber optic,0,Electronic check,1,1,0
PT-0484,Female,0,59,88.44,4889.16,Month-to-month,Fiber optic,0,Credit card,0,0,0
PT-0485,Male,0,63,27.64,1810.69,One year,DSL,3,Mailed check,1,0,0
PT-0486,Female,0,69,106.85,8062.24,Two year,DSL,4,Bank transfer,0,0,0
PT-0487,Male,0,16,39.05,653.64,One year,No,3,Mailed check,0,0,0
PT-0488,Female,0,61,101.65,6420.85,Month-to-month,Fiber optic,0,Electronic check,0,1,1
PT-0489,Female,0,59,75.01,4870.83,Month-to-month,No,4,Mailed check,0,0,0
PT-0490,Female,0,16,107.83,1764.6,Month-to-month,No,3,Mailed check,0,1,1
PT-0491,Male,0,36,32.71,1147.59,One year,Fiber optic,0,Electronic check,0,0,0
PT-0492,Female,0,3,99.17,260.09,Month-to-month,No,3,Bank transfer,1,1,0
PT-0493,Female,0,27,32.88,826.76,Month-to-month,DSL,3,Mailed check,1,1,0
PT-0494,Female,0,54,20.41,1014.73,Month-to-month,Fiber optic,4,Electronic check,1,1,0
PT-0495,Female,0,36,24.78,788.42,Month-to-month,No,3,Mailed check,0,0,0
PT-0496,Female,0,56,42.62,2470.36,Two year,Fiber optic,0,Electronic check,0,1,0
PT-0497,Male,0,66,30.45,2247.9,One year,Fiber optic,1,Bank transfer,0,0,0
PT-0498,Male,0,53,98.29,5014.85,Month-to-month,Fiber optic,3,Credit card,0,0,1
PT-0499,Female,0,50,53.61,2646.52,Month-to-month,Fiber optic,1,Electronic check,0,0,1
PT-0500,Female,0,54,35.41,1822.41,Two year,Fiber optic,3,Mailed check,0,0,0
PT-0501,Female,0,61,95.33,5429.88,One year,Fiber optic,2,Mailed check,0,1,0
PT-0502,Female,0,6,109.21,701.16,One year,Fiber optic,3,Credit card,1,1,0
PT-0503,Female,0,31,27.48,916.56,One year,Fiber optic,2,Mailed check,0,0,0
PT-0504,Female,0,59,97.21,6160.88,Month-to-month,Fiber optic,3,Mailed check,1,0,0
PT-0505,Female,0,1,97.43,84.88,Two year,DSL,4,Bank transfer,0,1,1
PT-0506,Female,0,66,105.08,7298.66,Two year,DSL,2,Bank transfer,1,1,0
PT-0507,Female,0,72,83.44,6117.18,One year,DSL,0,Credit card,0,1,0
PT-0508,Female,0,35,65.32,2233.34,Month-to-month,Fiber optic,4,Credit card,1,1,0
PT-0509,Male,0,69,81.05,5647.57,Month-to-month,Fiber optic,3,Electronic check,0,0,1
PT-0510,Female,0,37,106.24,3431.99,Month-to-month,DSL,0,Mailed check,1,0,0
PT-0511,Male,0,54,107.26,5864.04,Month-to-month,DSL,0,Bank transfer,0,0,1
PT-0512,Male,1,43,57.05,2337.45,One year,DSL,2,Credit card,1,0,0
PT-0513,Female,0,34,40.41,1321.14,Month-to-month,No,2,Mailed check,0,1,0
PT-0514,Male,0,20,34.51,610.88,Two year,Fiber optic,3,Credit card,1,0,0
PT-0515,Male,0,45,33.31,1475.76,Two year,Fiber optic,2,Credit card,0,0,0
PT-0516,Male,0,70,107.8,7164.05,One year,Fiber optic,2,Bank transfer,0,1,0
PT-0517,Female,0,15,85.85,1442.35,Month-to-month,Fiber optic,1,Mailed check,1,0,1
PT-0518,Male,1,25,72.51,1661.64,Two year,DSL,3,Electronic check,0,1,0
PT-0519,Male,1,51,37.5,1807.94,One year,No,3,Mailed check,1,0,0
PT-0520,Male,0,45,51.62,2655.67,Two year,DSL,0,Credit card,1,0,0
PT-0521,Female,0,18,95.2,1763.95,Month-to-month,DSL,4,Bank transfer,0,1,0
PT-0522,Male,0,53,77.49,3827.69,Month-to-month,Fiber optic,1,Mailed check,0,0,0
PT-0523,Female,1,63,23.8,1646.15,Two year,DSL,0,Electronic check,0,0,0
PT-0524,Female,0,37,57.54,2123.8,One year,DSL,1,Electronic check,1,0,0
PT-0525,Male,1,47,72.3,3464.95,Two year,Fiber optic,0,Electronic check,1,1,0
PT-0526,Male,0,21,72.35,1358.06,Month-to-month,Fiber optic,2,Bank transfer,0,0,1
PT-0527,Female,0,7,46.09,325.5,Two year,Fiber optic,2,Electronic check,0,1,0
PT-0528,Female,0,35,81.69,3020.7,Month-to-month,Fiber optic,0,Mailed check,0,0,0
PT-0529,Female,0,53,50.63,3014.08,Month-to-month,DSL,2,Electronic check,1,0,0
PT-0530,Male,0,3,63.16,178.77,Month-to-month,No,3,Bank transfer,0,1,0
PT-0531,Male,0,17,97.11,1473.74,Month-to-month,DSL,2,Electronic check,0,0,0
PT-0532,Female,0,26,29.7,840.09,One year,DSL,2,Electronic check,1,0,1
PT-0533,Male,0,16,102.81,1499.58,Two year,DSL,1,Bank transfer,1,0,0
PT-0534,Male,1,9,28.92,266.38,Month-to-month,DSL,2,Mailed check,1,0,0
PT-0535,Male,0,28,102.84,3182.99,Month-to-month,Fiber optic,3,Electronic check,0,0,0
PT-0536,Female,0,66,40.48,2361.37,Two year,DSL,4,Electronic check,0,0,0
PT-0537,Female,1,6,27.4,164.09,Month-to-month,Fiber optic,1,Credit card,0,1,0
PT-0538,Female,0,9,100.53,986.86,Two year,Fiber optic,0,Electronic check,1,1,1
PT-0539,Female,1,11,30.73,327.36,One year,No,1,Mailed check,0,0,0
PT-0540,Female,0,52,31.05,1778.37,One year,DSL,0,Bank transfer,1,0,0
PT-0541,Female,0,66,45.1,3215.92,Month-to-month,DSL,0,Mailed check,0,0,0
PT-0542,Male,0,4,107.49,414.82,One year,DSL,2,Electronic check,0,1,0
PT-0543,Female,0,26,46.42,1206.16,One year,Fiber optic,2,Electronic check,0,0,0
PT-0544,Male,0,58,48.31,2698.03,Month-to-month,DSL,0,Bank transfer,0,0,0
PT-0545,Female,0,63,88.76,5707.39,Month-to-month,Fiber optic,0,Mailed check,0,0,0
PT-0546,Female,1,46,88.98,3828.39,Month-to-month,Fiber optic,1,Mailed check,1,0,0
PT-0547,Male,0,49,28.76,1343.77,Month-to-month,Fiber optic,1,Bank transfer,0,1,1
PT-0548,Female,0,44,35.28,1570.21,Month-to-month,Fiber optic,0,Credit card,1,0,1
PT-0549,Female,1,3,108.72,314.2,Month-to-month,Fiber optic,2,Mailed check,1,0,0
PT-0550,Female,0,39,52.7,2015.83,Month-to-month,No,1,Electronic check,0,0,0
PT-0551,Female,1,52,92.41,4984.9,Two year,Fiber optic,0,Bank transfer,0,1,0
PT-0552,Female,0,27,51.26,1208.25,Two year,Fiber optic,0,Bank transfer,1,1,0
PT-0553,Male,0,52,42.61,2225.94,One year,Fiber optic,4,Mailed check,1,0,0
PT-0554,Female,0,69,92.8,7080.87,Two year,No,0,Electronic check,0,0,0
PT-0555,Male,0,39,95.97,3642.07,Two year,No,0,Bank transfer,1,1,0
PT-0556,Male,0,31,30.22,850.23,Month-to-month,No,0,Credit card,1,1,0
PT-0557,Female,0,26,34.34,795.46,Month-to-month,No,1,Electronic check,1,0,1
PT-0558,Male,0,39,98.05,4283.48,Month-to-month,Fiber optic,0,Electronic check,1,1,0
PT-0559,Male,0,65,103.96,6801.91,Two year,No,3,Electronic check,0,1,0
PT-0560,Female,0,50,92.53,4965.1,Two year,DSL,1,Electronic check,0,0,0
PT-0561,Female,0,33,97.66,2793.43,One year,Fiber optic,3,Credit card,0,0,0
PT-0562,Male,0,61,84.41,5645.42,Month-to-month,No,3,Electronic check,0,1,0
PT-0563,Male,0,71,54.62,4039.67,One year,No,1,Mailed check,1,0,1
PT-0564,Female,0,39,28.12,1202.85,Month-to-month,DSL,0,Mailed check,1,1,0
PT-0565,Female,0,36,97.98,3869.28,Two year,Fiber optic,0,Credit card,0,0,0
PT-0566,Male,0,54,74.19,4382.96,One year,Fiber optic,3,Electronic check,0,1,0
PT-0567,Female,0,1,56.06,58.22,Month-to-month,DSL,3,Mailed check,1,0,0
PT-0568,Male,0,23,81.87,2067.6,One year,DSL,4,Credit card,1,0,0
PT-0569,Female,1,29,21.87,543.47,One year,Fiber optic,2,Credit card,0,0,0
PT-0570,Male,0,52,75.62,4050.67,Month-to-month,No,2,Mailed check,0,0,0
PT-0571,Female,0,64,30.67,2088.64,Month-to-month,No,2,Credit card,1,0,0
PT-0572,Male,1,28,109.57,2868.21,One year,Fiber optic,0,Credit card,0,0,0
PT-0573,Female,0,58,101.66,5665.68,One year,Fiber optic,3,Bank transfer,1,1,0
PT-0574,Female,0,33,26.58,892.14,Month-to-month,No,2,Credit card,1,1,0
PT-0575,Male,0,33,65.41,2081.43,Two year,Fiber optic,4,Electronic check,0,0,0
PT-0576,Female,0,60,31.87,1807.4,One year,DSL,5,Electronic check,1,0,0
PT-0577,Female,0,47,103.36,4541.56,Two year,Fiber optic,2,Bank transfer,1,0,0
PT-0578,Female,0,72,96.77,7296.48,One year,DSL,0,Mailed check,0,0,0
PT-0579,Female,0,21,83.54,1720.88,Two year,No,3,Credit card,1,0,0
PT-0580,Male,0,45,28.42,1420.16,Month-to-month,DSL,2,Bank transfer,0,1,0
PT-0581,Male,1,24,57.48,1204.39,One year,Fiber optic,2,Electronic check,1,0,0
PT-0582,Male,0,20,22.6,446.61,One year,Fiber optic,1,Bank transfer,0,0,0
PT-0583,Female,0,17,39.02,573.53,One year,DSL,2,Credit card,0,0,0
PT-0584,Male,0,12,21.85,239.25,Month-to-month,Fiber optic,2,Mailed check,0,0,0
PT-0585,Female,0,17,52.31,781.52,Month-to-month,DSL,0,Bank transfer,1,0,0
PT-0586,Female,1,24,59.07,1386.21,Month-to-month,DSL,2,Credit card,0,1,0
PT-0587,Male,0,68,76.66,5251.47,Month-to-month,Fiber optic,3,Mailed check,0,1,0
PT-0588,Male,1,55,46.59,2214.77,Month-to-month,DSL,0,Electronic check,1,0,1
PT-0589,Female,0,33,72.7,2592.45,Month-to-month,Fiber optic,0,Credit card,0,0,0
PT-0590,Female,0,59,88.16,5123.34,Two year,DSL,2,Mailed check,0,0,0
PT-0591,Female,0,56,68.09,3247.77,Month-to-month,DSL,0,Credit card,1,1,0
PT-0592,Female,0,39,27.89,968.64,Month-to-month,No,2,Mailed check,0,0,0
PT-0593,Male,0,56,95.79,5940.66,One year,DSL,2,Credit card,0,0,0
PT-0594,Male,0,63,62.43,4357.62,One year,DSL,0,Credit card,0,0,1
PT-0595,Female,0,64,86.34,5684.64,One year,DSL,0,Credit card,0,1,1
PT-0596,Male,0,41,69.79,2662.11,One year,No,2,Electronic check,1,1,0
PT-0597,Female,0,56,21.87,1146.83,Month-to-month,DSL,2,Bank transfer,1,0,0
PT-0598,Female,0,47,91.64,4694.4,Two year,Fiber optic,3,Bank transfer,0,1,0
PT-0599,Male,0,21,74.52,1377.55,Month-to-month,No,1,Electronic check,0,0,0
PT-0600,Female,0,23,94.52,2431.22,Month-to-month,DSL,3,Credit card,0,1,1
PT-0601,Male,0,34,109.43,4038.61,One year,Fiber optic,0,Electronic check,0,0,0
PT-0602,Male,0,14,94.12,1136.62,Month-to-month,Fiber optic,0,Mailed check,1,0,0
PT-0603,Female,1,64,85.93,4838.41,One year,DSL,4,Credit card,1,0,0
PT-0604,Female,0,37,65.45,2120.32,Month-to-month,Fiber optic,4,Bank transfer,0,0,0
